Epoch, Error
0,0.099729240692899
1,0.099086217515581
2,0.098465236704071
3,0.097864887411177
4,0.097283870745256
5,0.096720989559815
6,0.096175139292894
7,0.095645299736549
8,0.095130527631488
9,0.094629949994704
10,0.094142758099110
11,0.093668202033912
12,0.093205585782938
13,0.092754262765566
14,0.092313631791358
15,0.091883133385195
16,0.091462246444658
17,0.091050485195777
18,0.090647396417063
19,0.090252556905142
20,0.089865571158213
21,0.089486069256203
22,0.089113704918766
23,0.088748153724286
24,0.088389111474870
25,0.088036292693871
26,0.087689429243883
27,0.087348269054424
28,0.087012574949584
29,0.086682123566924
30,0.086356704359776
31,0.086036118675857
32,0.085720178905818
33,0.085408707695950
34,0.085101537219827
35,0.084798508504150
36,0.084499470804499
37,0.084204281027089
38,0.083912803192980
39,0.083624907941511
40,0.083340472069981
41,0.083059378106918
42,0.082781513916420
43,0.082506772331335
44,0.082235050813185
45,0.081966251136924
46,0.081700279098766
47,0.081437044245462
48,0.081176459623520
49,0.080918441546976
50,0.080662909382444
51,0.080409785350227
52,0.080158994340403
53,0.079910463742843
54,0.079664123290192
55,0.079419904912944
56,0.079177742605742
57,0.078937572304153
58,0.078699331771159
59,0.078462960492713
60,0.078228399581697
61,0.077995591689684
62,0.077764480925969
63,0.077535012783307
64,0.077307134069896
65,0.077080792847128
66,0.076855938372671
67,0.076632521048496
68,0.076410492373445
69,0.076189804900002
70,0.075970412194919
71,0.075752268803394
72,0.075535330216511
73,0.075319552841654
74,0.075104893975656
75,0.074891311780438
76,0.074678765260912
77,0.074467214244945
78,0.074256619365197
79,0.074046942042641
80,0.073838144471611
81,0.073630189606215
82,0.073423041147979
83,0.073216663534583
84,0.073011021929571
85,0.072806082212923
86,0.072601810972388
87,0.072398175495477
88,0.072195143762038
89,0.071992684437335
90,0.071790766865545
91,0.071589361063626
92,0.071388437715491
93,0.071187968166425
94,0.070987924417714
95,0.070788279121427
96,0.070589005575332
97,0.070390077717886
98,0.070191470123293
99,0.069993157996595
100,0.069795117168770
101,0.069597324091815
102,0.069399755833814
103,0.069202390073952
104,0.069005205097483
105,0.068808179790636
106,0.068611293635438
107,0.068414526704478
108,0.068217859655575
109,0.068021273726366
110,0.067824750728807
111,0.067628273043591
112,0.067431823614473
113,0.067235385942510
114,0.067038944080223
115,0.066842482625670
116,0.066645986716450
117,0.066449442023626
118,0.066252834745578
119,0.066056151601799
120,0.065859379826617
121,0.065662507162872
122,0.065465521855538
123,0.065268412645298
124,0.065071168762078
125,0.064873779918551
126,0.064676236303602
127,0.064478528575775
128,0.064280647856698
129,0.064082585724489
130,0.063884334207158
131,0.063685885775997
132,0.063487233338972
133,0.063288370234119
134,0.063089290222944
135,0.062889987483838
136,0.062690456605503
137,0.062490692580400
138,0.062290690798217
139,0.062090447039363
140,0.061889957468492
141,0.061689218628052
142,0.061488227431875
143,0.061286981158800
144,0.061085477446330
145,0.060883714284338
146,0.060681690008810
147,0.060479403295628
148,0.060276853154404
149,0.060074038922365
150,0.059870960258270
151,0.059667617136394
152,0.059464009840549
153,0.059260138958161
154,0.059056005374400
155,0.058851610266352
156,0.058646955097256
157,0.058442041610784
158,0.058236871825374
159,0.058031448028622
160,0.057825772771717
161,0.057619848863934
162,0.057413679367181
163,0.057207267590589
164,0.057000617085162
165,0.056793731638475
166,0.056586615269419
167,0.056379272223000
168,0.056171706965189
169,0.055963924177812
170,0.055755928753498
171,0.055547725790669
172,0.055339320588576
173,0.055130718642384
174,0.054921925638301
175,0.054712947448750
176,0.054503790127583
177,0.054294459905344
178,0.054084963184572
179,0.053875306535134
180,0.053665496689618
181,0.053455540538751
182,0.053245445126857
183,0.053035217647364
184,0.052824865438334
185,0.052614395978035
186,0.052403816880559
187,0.052193135891456
188,0.051982360883418
189,0.051771499851990
190,0.051560560911316
191,0.051349552289918
192,0.051138482326504
193,0.050927359465811
194,0.050716192254479
195,0.050504989336952
196,0.050293759451412
197,0.050082511425744
198,0.049871254173523
199,0.049659996690040
200,0.049448748048351
201,0.049237517395350
202,0.049026313947881
203,0.048815146988869
204,0.048604025863480
205,0.048392959975314
206,0.048181958782616
207,0.047971031794525
208,0.047760188567341
209,0.047549438700827
210,0.047338791834532
211,0.047128257644145
212,0.046917845837878
213,0.046707566152871
214,0.046497428351634
215,0.046287442218503
216,0.046077617556144
217,0.045867964182065
218,0.045658491925173
219,0.045449210622350
220,0.045240130115064
221,0.045031260246010
222,0.044822610855777
223,0.044614191779553
224,0.044406012843850
225,0.044198083863276
226,0.043990414637328
227,0.043783014947218
228,0.043575894552743
229,0.043369063189173
230,0.043162530564189
231,0.042956306354845
232,0.042750400204573
233,0.042544821720220
234,0.042339580469123
235,0.042134685976224
236,0.041930147721218
237,0.041725975135748
238,0.041522177600634
239,0.041318764443141
240,0.041115744934293
241,0.040913128286225
242,0.040710923649581
243,0.040509140110951
244,0.040307786690353
245,0.040106872338760
246,0.039906405935675
247,0.039706396286745
248,0.039506852121427
249,0.039307782090698
250,0.039109194764816
251,0.038911098631124
252,0.038713502091911
253,0.038516413462310
254,0.038319840968259
255,0.038123792744508
256,0.037928276832670
257,0.037733301179336
258,0.037538873634232
259,0.037345001948435
260,0.037151693772636
261,0.036958956655466
262,0.036766798041862
263,0.036575225271504
264,0.036384245577288
265,0.036193866083872
266,0.036004093806263
267,0.035814935648469
268,0.035626398402201
269,0.035438488745631
270,0.035251213242212
271,0.035064578339546
272,0.034878590368314
273,0.034693255541261
274,0.034508579952236
275,0.034324569575289
276,0.034141230263825
277,0.033958567749815
278,0.033776587643061
279,0.033595295430519
280,0.033414696475675
281,0.033234796017983
282,0.033055599172350
283,0.032877110928684
284,0.032699336151489
285,0.032522279579527
286,0.032345945825515
287,0.032170339375898
288,0.031995464590659
289,0.031821325703185
290,0.031647926820194
291,0.031475271921703
292,0.031303364861055
293,0.031132209364992
294,0.030961809033780
295,0.030792167341384
296,0.030623287635692
297,0.030455173138786
298,0.030287826947260
299,0.030121252032588
300,0.029955451241534
301,0.029790427296607
302,0.029626182796567
303,0.029462720216964
304,0.029300041910729
305,0.029138150108801
306,0.028977046920798
307,0.028816734335723
308,0.028657214222721
309,0.028498488331854
310,0.028340558294937
311,0.028183425626389
312,0.028027091724132
313,0.027871557870519
314,0.027716825233299
315,0.027562894866609
316,0.027409767711999
317,0.027257444599493
318,0.027105926248667
319,0.026955213269765
320,0.026805306164842
321,0.026656205328925
322,0.026507911051205
323,0.026360423516254
324,0.026213742805258
325,0.026067868897282
326,0.025922801670543
327,0.025778540903716
328,0.025635086277245
329,0.025492437374687
330,0.025350593684058
331,0.025209554599201
332,0.025069319421173
333,0.024929887359636
334,0.024791257534270
335,0.024653428976188
336,0.024516400629371
337,0.024380171352106
338,0.024244739918435
339,0.024110105019614
340,0.023976265265572
341,0.023843219186388
342,0.023710965233756
343,0.023579501782473
344,0.023448827131914
345,0.023318939507520
346,0.023189837062284
347,0.023061517878236
348,0.022933979967933
349,0.022807221275941
350,0.022681239680321
351,0.022556032994116
352,0.022431598966822
353,0.022307935285869
354,0.022185039578093
355,0.022062909411197
356,0.021941542295216
357,0.021820935683968
358,0.021701086976505
359,0.021581993518546
360,0.021463652603915
361,0.021346061475960
362,0.021229217328965
363,0.021113117309559
364,0.020997758518104
365,0.020883138010080
366,0.020769252797456
367,0.020656099850051
368,0.020543676096881
369,0.020431978427494
370,0.020321003693293
371,0.020210748708845
372,0.020101210253179
373,0.019992385071064
374,0.019884269874281
375,0.019776861342873
376,0.019670156126388
377,0.019564150845096
378,0.019458842091205
379,0.019354226430046
380,0.019250300401259
381,0.019147060519945
382,0.019044503277821
383,0.018942625144341
384,0.018841422567812
385,0.018740891976493
386,0.018641029779668
387,0.018541832368716
